00:06:30.901 [main] INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {4.0.2.Final}
00:06:30.931 [main] INFO  org.hibernate.Version - HHH000412: Hibernate Core {4.2.5.Final}
00:06:30.936 [main] INFO  org.hibernate.cfg.Environment - HHH000206: hibernate.properties not found
00:06:30.938 [main] INFO  org.hibernate.cfg.Environment - HHH000021: Bytecode provider name : javassist
00:06:31.011 [main] INFO  org.hibernate.ejb.Ejb3Configuration - HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
00:06:31.250 [main] INFO  o.h.s.j.c.i.ConnectionProviderInitiator - HHH000130: Instantiating explicit connection provider: org.hibernate.ejb.connection.InjectedDataSourceConnectionProvider
00:06:31.288 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL5InnoDBDialect
00:06:31.300 [main] INFO  o.h.e.j.internal.LobCreatorBuilder - HHH000423: Disabling contextual LOB creation as JDBC driver reported JDBC version [3] less than 4
00:06:31.535 [main] INFO  o.h.e.t.i.TransactionFactoryInitiator - HHH000268: Transaction strategy: org.hibernate.engine.transaction.internal.jdbc.JdbcTransactionFactory
00:06:31.573 [main] INFO  o.h.h.i.a.ASTQueryTranslatorFactory - HHH000397: Using ASTQueryTranslatorFactory
00:06:31.685 [main] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 4.3.1.Final
00:06:32.187 [main] INFO  o.h.tool.hbm2ddl.SchemaUpdate - HHH000228: Running hbm2ddl schema update
00:06:32.187 [main] INFO  o.h.tool.hbm2ddl.SchemaUpdate - HHH000102: Fetching database metadata
00:06:32.189 [main] INFO  o.h.tool.hbm2ddl.SchemaUpdate - HHH000396: Updating schema
00:06:32.324 [main] INFO  o.h.tool.hbm2ddl.TableMetadata - HHH000261: Table found: lpgx.clpgx_company
00:06:32.325 [main] INFO  o.h.tool.hbm2ddl.TableMetadata - HHH000037: Columns: [logo, sssf, clsj, fax, net_adress, sscs, short_name, lx, id, lxr, address, email, lxdh, full_name]
00:06:32.325 [main] INFO  o.h.tool.hbm2ddl.TableMetadata - HHH000108: Foreign keys: []
00:06:32.325 [main] INFO  o.h.tool.hbm2ddl.TableMetadata - HHH000126: Indexes: [primary]
00:06:32.374 [main] INFO  o.h.tool.hbm2ddl.TableMetadata - HHH000261: Table found: lpgx.clpgx_dept
00:06:32.374 [main] INFO  o.h.tool.hbm2ddl.TableMetadata - HHH000037: Columns: [id, remark, name, code]
00:06:32.374 [main] INFO  o.h.tool.hbm2ddl.TableMetadata - HHH000108: Foreign keys: []
00:06:32.375 [main] INFO  o.h.tool.hbm2ddl.TableMetadata - HHH000126: Indexes: [primary]
00:06:32.422 [main] INFO  o.h.tool.hbm2ddl.TableMetadata - HHH000261: Table found: lpgx.clpgx_sysmodule
00:06:32.422 [main] INFO  o.h.tool.hbm2ddl.TableMetadata - HHH000037: Columns: [id, name, parent, code, url]
00:06:32.422 [main] INFO  o.h.tool.hbm2ddl.TableMetadata - HHH000108: Foreign keys: [fk_8m2ebrwdmdsbl75bgub61gkl0]
00:06:32.423 [main] INFO  o.h.tool.hbm2ddl.TableMetadata - HHH000126: Indexes: [primary, fk_8m2ebrwdmdsbl75bgub61gkl0]
00:06:32.456 [main] INFO  o.h.tool.hbm2ddl.TableMetadata - HHH000261: Table found: lpgx.clpgx_task
00:06:32.456 [main] INFO  o.h.tool.hbm2ddl.TableMetadata - HHH000037: Columns: [id, title, description, user_id]
00:06:32.456 [main] INFO  o.h.tool.hbm2ddl.TableMetadata - HHH000108: Foreign keys: [fk_e3r9c605soxhr0qas6x5oabmo]
00:06:32.456 [main] INFO  o.h.tool.hbm2ddl.TableMetadata - HHH000126: Indexes: [fk_e3r9c605soxhr0qas6x5oabmo, primary]
00:06:32.470 [main] INFO  o.h.tool.hbm2ddl.TableMetadata - HHH000261: Table found: lpgx.clpgx_user
00:06:32.470 [main] INFO  o.h.tool.hbm2ddl.TableMetadata - HHH000037: Columns: [id, register_date, company, roles, name, login_name, password, salt]
00:06:32.470 [main] INFO  o.h.tool.hbm2ddl.TableMetadata - HHH000108: Foreign keys: [fk_ba9hf1jdsdcqagp79rhy6463r]
00:06:32.470 [main] INFO  o.h.tool.hbm2ddl.TableMetadata - HHH000126: Indexes: [fk_ba9hf1jdsdcqagp79rhy6463r, primary]
00:06:32.526 [main] INFO  o.h.tool.hbm2ddl.TableMetadata - HHH000261: Table found: lpgx.fill_records
00:06:32.526 [main] INFO  o.h.tool.hbm2ddl.TableMetadata - HHH000037: Columns: [starttime, clientcode, revdata, desweight, normalfill, initweight, c_index, id, departcode, duration, filltype, worker, chipcode, producdate, fillweight, gascylindercode]
00:06:32.527 [main] INFO  o.h.tool.hbm2ddl.TableMetadata - HHH000108: Foreign keys: []
00:06:32.527 [main] INFO  o.h.tool.hbm2ddl.TableMetadata - HHH000126: Indexes: [primary]
00:06:32.621 [main] INFO  o.h.tool.hbm2ddl.TableMetadata - HHH000261: Table found: lpgx.gas_tank
